reviewstext,reviews_rating,reviews_numhelpful
front legs base attached tv positioned such way tv little top heavy subject instability,4,1
good tv,4,-1
recently had lost 2 tvs because weather conditions rochester just moved new area rochester wanted purchase 2 new tvs working out well so far thank assistance,1,1
difference old jvc finally died after over 20 years wider screen great,5,-1
perfect size television go outside corner,5,-1
picture good however menu navigate apps nightmare wifi very lacking router next tv still weak signle,3,-1
good size good looking great sound treble base,5,-1
great rich sound love highly recommended,5,-1
fairly small room downstairs system perfect size,4,-1
am amateur comes audiology speakers meet minimum requirement yamaha sound system speakers sound really good,5,-1
speakers blew really easy didnt even super loud,2,-1
just needed basic system man cave room basement very good system price,4,-1
