content,rating,helpfulness
This is great but when I ordered it I wasn't thinking about the amount of tags. I have hung it up and put all my birthdays on the tags and I need more. With no option to buy more I find myself needed to go to a craft store and try and match the size and shape of the ones that came with this. I would give this a 5 start rating if this had the option to buy more like the other one on this site,1.0,1
"I purchased one of these for my mother and another for myself.  We both love them and they look great when completed and hung.  The only thing that kept me from giving it a 5-star rating is that I needed additional tags and do not see a way to buy more without buying the complete set, with the plaque.",4.0,-1
I need more tags. If I can't order more I will be returning this product. Please let me know where I can buy extra tags,3.0,1
Such a great way for me to keep track of everyone's birthdays but there are not enough tags.  Please consider selling just a set of tags.,3.0,-1
I used this 4 times and it has already broken,1.0,-1
Doesn't worth the money... at second time of use it get ripped.,1.0,-1
Broke the first time I used it.,1.0,-1
I just needed an extension on my 100 ft hose. This is perfect! Great price.,5.0,-1
"easy to handle, not the best for durability",5.0,-1
Didnt even last a day before plastic end broke,1.0,-1
"The connections brittle and leaks, I use it twice since I had ordered it. So disappointed",1.0,-1
It was cheap everything was plastic and not of good quality,1.0,-1
Hate it it's cheap and not worth the price,1.0,-1
They are very poor Quality,1.0,-1
My hose did not come with the nozzle.,1.0,-1
Terrible and broke in less than a week!,1.0,-1
Leaks as soon as I received it and hooked it up and water leaking,2.0,-1
Great lengths light weight. But have plastic connections,4.0,-1
the house is a leaking piece of garbage including the spray nozel,1.0,-1
husband liked it easy work with,4.0,-1
"Works Great and takes less space.
EXCELLENT PRODUCT.",5.0,-1
"used once, second time I went to use it after it being rolled up, it was busted",1.0,-1
It leaks really bad at each end no matter how tight its screwed in,2.0,-1
It sprung a leak after two times of use,1.0,-1
I purchased two of these hoses.  Both developed leaks in less than a month.,1.0,-1
used it twice and it busted for no reason.,1.0,-1
I love how light this hose is. So easy to handle and store,5.0,-1
Very professional equipment with several ranges. Need another one.,5.0,-1
have bought it 3 times and always broke within a month of purchase.,1.0,-1
ends leak - not worth the cost to buy,2.0,-1
"Hose is grt, sprayer on both broke immediately",2.0,-1
This was horrible.  Leaks on both ends straight out of the package. I ordered 2 of these and both are being returned to my local store for a refund.,1.0,1
i use this hose only twice and it broke down.The piece of junk got ripped in the middle .Please do not buy it,1.0,1
Hose nozzle is not interchangeable.  It only fits nozzle it comes with. The end that goes  into the water tap doesn't fit right. Terrible  purchase.,1.0,1
"On first use this hose leaked on both ends, where the hose meets the fitting. I will be returning it.",1.0,1
Not happy with this.It leaks from the faucet.Waste of money.I did not pay much attention of the review but here I am unhappy with what I bought.,1.0,1
"The hose leaked in so many places, it simply could not be used. I did contact the company and they promptly offered another hose or refund.",1.0,1
"No matter how tight I made connection to outside spigot, the connections at both ends leaked. I will be returning this hose for refund.",1.0,1
"The hose leaks, the connections ALL LEAK.  THE SPRAY NOSSLE LEAKS AND DOESNT HAVE AN OFF POSITION.  THIS IS STRAIGHT GARBAGE",1.0,1
As with most of the flexible hoses this one leaks at the nozzle but will put with the leak to have the ease and weight of use.,3.0,1
I love this hose for use in a small area.  So simple to use and easily detached and taken to back yard for additional easy watering.,5.0,-1
The little piece (the open and close valve)on the hose broke off. I only used it once and on the second time the piece broke. Water went everywhere.,2.0,-1
Not good. It breaks from the plastic hose inside the fabric within 1 week of use. Do not buy it . I bought 2 and both ripped.,1.0,-1
"Used hose 3 times and it has a hole already.   My old green, plastic, knotted hose was better than this.",1.0,-1
I like the hose than plastic hose or others because its a little bit stretchy and rolled up.  Ill ordering one more hose like that.,5.0,-1
"I loved it, until it busted.  I have only had it for 1 month. This is my second one and this happened to my first one I returned too.",2.0,-1
Dont buy it it leaks no matter what you try to fixed and exploded the first week dont waste your money,1.0,-1
This hose was to small and was a waste of time. It didntnt Expand when there was water in it. But in retrospect it makes a great jump ro,1.0,-1
"I used the hose for 3 or 4 days. I was watering the flowers when I I heard a strange noise looked down and a section blew up like a balloon and exploded.
Say no more",1.0,-1
"I ordered the 100 ft. Garden Hose when it came it was in a priority mail envelope that was closed with a rubberband and had rips in it, within the first 5 minutes of watering the nozzle flew off the attatched hose.",1.0,-1
